86346	23997	0.9821364	84803	-39751.403	-31292.901
86254	18072	0.9859614	85043	-39747.304	-31292.901
85428	11046	0.9873819	84350	-39791.318	-31292.901
85463	19194	0.9840924	84103	-39797.552	-31292.901
85952	23774	0.9831690	84505	-39771.505	-31292.901
85492	10907	0.9880854	84473	-39787.317	-31292.901
85436	12678	0.9867919	84307	-39790.197	-31292.901
85836	18913	0.9832015	84394	-39780.312	-31292.901
85400	21683	0.9831156	83958	-39800.795	-31292.901
85484	21928	0.9868161	84356	-39786.229	-31292.901
85345	28904	0.9817888	83790	-39807.988	-31292.901
86253	14595	0.9901794	85405	-39736.524	-31292.901
85204	19229	0.9830335	83758	-39814.713	-31292.901
85322	13666	0.9890979	84391	-39790.221	-31292.901
85434	23971	0.9854986	84195	-39790.348	-31292.901
85252	18028	0.9851906	83989	-39803.446	-31292.901
85229	11951	0.9835641	83828	-39816.379	-31292.901
85180	24001	0.9813615	83592	-39817.225	-31292.901
85315	15470	0.9871336	84217	-39797.419	-31292.901
85381	15829	0.9850912	84108	-39800.477	-31292.901
85829	19674	0.9837241	84432	-39780.354	-31292.901
85957	29937	0.9820348	84412	-39766.890	-31292.901
85588	16872	0.9843544	84248	-39789.742	-31292.901
85262	14730	0.9860968	84076	-39803.453	-31292.901
86037	15980	0.9840062	84660	-39766.616	-31292.901
