80569	151476	10	4993	10.1913591	821107	8211070	-43092.676	-31292.901
80214	152127	10	5024	10.1657209	815433	8154330	-42909.589	-31292.901
80604	151564	10	5034	10.1720458	819907	8199070	-43030.064	-31292.901
79726	151591	10	4971	10.1652696	810436	8104360	-42791.008	-31292.901
80674	152132	10	5025	10.1656494	820103	8201030	-43034.447	-31292.901
80880	151612	10	4888	10.1892844	824109	8241090	-43211.458	-31292.901
80954	151485	10	4876	10.1035003	817918	8179180	-43046.843	-31292.901
80759	151468	10	4933	10.1622846	820695	8206950	-43098.779	-31292.901
80485	151538	10	4898	10.1571736	817500	8175000	-43019.527	-31292.901
80871	151491	10	4849	10.1467790	820580	8205800	-43125.989	-31292.901
80833	151585	10	4914	10.1913188	823794	8237940	-43193.636	-31292.901
80271	151543	10	5001	10.1793443	817106	8171060	-42969.764	-31292.901
80930	151604	10	5019	10.1594639	822205	8222050	-43118.072	-31292.901
80790	151576	10	4991	10.1498897	820009	8200090	-43056.550	-31292.901
80230	152114	10	5026	10.1220009	812088	8120880	-42815.400	-31292.901
80428	151570	10	4957	10.1607339	817207	8172070	-42991.706	-31292.901
79640	151516	10	4812	10.1882016	811388	8113880	-42855.259	-31292.901
80787	151309	10	5008	10.1248871	817959	8179590	-43000.342	-31292.901
80386	152376	10	4976	10.1841304	818661	8186610	-43002.778	-31292.901
80421	151567	10	4978	10.1060055	812735	8127350	-42855.509	-31292.901
80799	151496	10	4746	10.1864692	823056	8230560	-43225.670	-31292.901
80349	151569	10	4973	10.1873283	818541	8185410	-43013.022	-31292.901
80450	151486	10	4971	10.1963230	820294	8202940	-43076.241	-31292.901
80209	151563	10	5044	10.1647760	815306	8153060	-42908.878	-31292.901
80313	151619	10	4900	10.1161491	812458	8124580	-42878.297	-31292.901
