84520	1836	12.5888771	1064011	-31946.972	-31292.901
81372	1527	13.2854028	1081059	-31947.388	-31292.901
82471	1409	12.9890969	1071223	-31947.821	-31292.901
83851	1403	12.4530338	1044199	-31942.333	-31292.901
82492	1626	13.0812461	1079098	-31947.717	-31292.901
85449	1353	12.2608634	1047678	-31947.774	-31292.901
81737	1467	13.1852909	1077726	-31945.757	-31292.901
82581	1864	13.1468862	1085683	-31946.360	-31292.901
83526	1428	12.7575090	1065583	-31948.131	-31292.901
85761	1797	12.7026139	1089388	-31947.025	-31292.901
82658	1333	12.5798923	1039828	-31946.165	-31292.901
84382	2126	13.0917194	1104705	-31946.753	-31292.901
81214	1451	13.2534740	1076367	-31946.068	-31292.901
84222	2142	13.3659538	1125707	-31945.872	-31292.901
85490	1750	12.5487606	1072793	-31947.600	-31292.901
84480	1777	12.4958426	1055648	-31946.618	-31292.901
85750	1821	12.5224105	1073796	-31947.969	-31292.901
84585	2008	12.8341111	1085573	-31945.537	-31292.901
82750	1758	13.1524723	1088367	-31945.320	-31292.901
85458	1784	12.7779154	1091975	-31945.703	-31292.901
84508	1840	12.7272524	1075554	-31946.587	-31292.901
82651	1810	13.2557052	1095597	-31944.539	-31292.901
85448	1660	12.4636106	1064990	-31944.741	-31292.901
83357	1998	13.1895706	1099443	-31948.460	-31292.901
84563	1618	12.8354893	1085407	-31946.573	-31292.901
