80673	151566	10	5058	10.1047359	815179	8151790	-55527.546	-31292.901
80750	151621	10	4998	10.1124785	816582	8165820	-55635.696	-31292.901
80889	151584	10	5071	10.1623004	822018	8220180	-55859.965	-31292.901
80336	151509	10	5014	10.1471650	815182	8151820	-55538.895	-31292.901
80277	151516	10	5001	10.1164183	812115	8121150	-55395.274	-31292.901
80447	151543	10	5040	10.1701570	818158	8181580	-55690.375	-31292.901
80859	151475	10	5077	10.1631587	821782	8217820	-55848.715	-31292.901
80749	152146	10	4994	10.1362094	818488	8184880	-55696.175	-31292.901
80380	151470	10	5004	10.1846392	818641	8186410	-55713.596	-31292.901
80720	151603	10	5029	10.1796636	821702	8217020	-55850.533	-31292.901
80484	151534	10	5008	10.1038304	813196	8131960	-55436.057	-31292.901
79603	151582	10	4993	10.1441385	807503	8075030	-55125.291	-31292.901
80836	151518	10	5029	10.1852676	823336	8233360	-55962.014	-31292.901
80894	151525	10	5059	10.1572275	821658	8216580	-55852.123	-31292.901
80211	151571	10	5053	10.1766957	816282	8162820	-55570.894	-31292.901
80839	152139	10	4981	10.1316616	819033	8190330	-55727.420	-31292.901
80987	151512	10	5006	10.1234704	819869	8198690	-55805.051	-31292.901
80484	151620	10	5020	10.1769483	819081	8190810	-55728.025	-31292.901
80898	152125	10	4996	10.1882366	824207	8242070	-55977.523	-31292.901
80355	151524	10	5002	10.1119544	812546	8125460	-55426.575	-31292.901
80567	151509	10	5057	10.1264129	815854	8158540	-55550.619	-31292.901
80353	151540	10	4985	10.2032307	819860	8198600	-55779.703	-31292.901
80434	151485	10	5020	10.1158053	813654	8136540	-55472.257	-31292.901
80926	152146	10	5002	10.1938046	824943	8249430	-56021.325	-31292.901
80824	151561	10	4980	10.1312307	818846	8188460	-55755.556	-31292.901
