80685	4761	10.1363773	817853	-32020.454	-31292.901
80533	4742	10.1578393	818041	-32020.041	-31292.901
80912	4875	10.1750288	823281	-32023.957	-31292.901
80817	4293	10.1738395	822219	-32022.616	-31292.901
80772	4409	10.1394395	818982	-32022.856	-31292.901
79891	4292	10.1289579	809212	-32017.047	-31292.901
80760	5069	10.1359449	818578	-32020.663	-31292.901
80823	4649	10.1631704	821417	-32019.696	-31292.901
80655	4213	10.1370119	817600	-32018.849	-31292.901
80776	5212	10.1704186	821525	-32020.013	-31292.901
80522	4699	10.1093201	814022	-32018.141	-31292.901
80826	4838	10.1305801	818814	-32020.683	-31292.901
80770	4635	10.1262989	817901	-32019.435	-31292.901
80743	5176	10.2006977	823634	-32026.002	-31292.901
80839	4527	10.1740761	822462	-32021.960	-31292.901
80837	4926	10.1035797	816743	-32019.698	-31292.901
80797	4820	10.1050508	816457	-32014.681	-31292.901
80211	4762	10.1151412	811345	-32016.075	-31292.901
80812	4924	10.1194792	817775	-32020.901	-31292.901
80819	5077	10.1945144	823910	-32024.295	-31292.901
80818	5337	10.1632018	821369	-32021.132	-31292.901
80722	4139	10.1027755	815516	-32016.211	-31292.901
80837	4791	10.1701498	822124	-32021.178	-31292.901
80821	4358	10.1347408	819099	-32019.808	-31292.901
80822	5238	10.1926813	823792	-32024.914	-31292.901
