85286	15158	0.9868490	84164	-37476.138	-31292.901
86004	18391	0.9804975	84326	-37455.862	-31292.901
86018	13501	0.9829813	84554	-37450.144	-31292.901
85830	21088	0.9896820	84944	-37438.060	-31292.901
85641	16292	0.9878217	84598	-37454.434	-31292.901
85287	16106	0.9805081	83624	-37491.718	-31292.901
85250	14366	0.9832463	83821	-37488.929	-31292.901
85242	24931	0.9835877	83842	-37482.595	-31292.901
85650	18753	0.9804704	83977	-37472.618	-31292.901
85366	17426	0.9837698	83980	-37481.339	-31292.901
86332	17849	0.9841310	84961	-37428.661	-31292.901
85377	18057	0.9814128	83790	-37484.056	-31292.901
85255	13270	0.9835421	83851	-37486.510	-31292.901
85302	14544	0.9848274	84007	-37480.584	-31292.901
86436	16429	0.9863854	85259	-37418.021	-31292.901
85223	17690	0.9834840	83815	-37488.464	-31292.901
85344	25271	0.9830980	83901	-37480.523	-31292.901
85238	7776	0.9909590	84467	-37467.792	-31292.901
85872	14304	0.9838919	84488	-37454.741	-31292.901
86672	19457	0.9831572	85212	-37413.969	-31292.901
85649	15456	0.9865708	84498	-37454.534	-31292.901
86467	19480	0.9886040	85481	-37411.986	-31292.901
85351	14665	0.9891955	84428	-37465.593	-31292.901
85373	11831	0.9862575	84199	-37471.816	-31292.901
85645	18185	0.9890066	84703	-37449.532	-31292.901
