84208	45	0.1474741	471	57.3516502	4829467	276977901	-31977.538	-31292.901
83295	41	0.2365316	465	33.8486388	2819422	95433596	-31950.905	-31292.901
84950	43	0.1536220	457	53.4855796	4543599	243017025	-31968.102	-31292.901
80280	45	0.2022488	467	40.6381801	3262433	132579339	-31953.111	-31292.901
85272	35	0.1375743	465	59.0863435	5038410	297701224	-31977.420	-31292.901
81522	43	0.2204532	466	36.8849378	3006933	110910536	-31956.387	-31292.901
85212	29	0.1661375	464	49.3156326	4202283	207238244	-31965.486	-31292.901
82675	34	0.2068309	469	39.4789695	3263923	128856316	-31956.658	-31292.901
85444	39	0.1472240	480	55.2436163	4720235	260762851	-31974.569	-31292.901
80942	38	0.1856706	482	46.0988679	3731334	172010273	-31962.512	-31292.901
81750	30	0.1829269	454	45.4321892	3714081	168738830	-31959.869	-31292.901
85216	31	0.3751258	780	20.6950906	1763552	36496868	-31945.576	-31292.901
85337	28	0.1648194	474	50.1438961	4279129	214572199	-31972.123	-31292.901
82487	25	0.1754139	464	47.7976604	3942685	188451118	-31965.531	-31292.901
84212	37	0.2435013	467	31.6048085	2661504	84116324	-31949.936	-31292.901
81635	29	0.1845177	461	45.6548651	3727034	170157234	-31961.969	-31292.901
85409	40	0.1599440	470	52.0238669	4443306	231157959	-31972.546	-31292.901
80299	24	0.2115492	458	39.8351932	3198726	127421868	-31957.246	-31292.901
82684	45	0.1948847	474	42.0477110	3476672	146186099	-31955.367	-31292.901
82372	41	0.1666352	467	50.4850126	4158551	209944499	-31963.995	-31292.901
82893	45	0.1727646	456	46.3941822	3845752	178420519	-31960.531	-31292.901
85365	27	0.1506329	474	54.2684542	4632626	251405451	-31976.028	-31292.901
84548	30	0.1673466	469	47.8320197	4044101	193437518	-31966.981	-31292.901
83634	27	0.1583586	454	53.6468072	4486697	240696968	-31973.548	-31292.901
82535	31	0.1487524	458	56.4527980	4659331	263032271	-31972.868	-31292.901
