83164	1455	38.6689455	3215864	-31949.718	-31292.901
81068	1623	40.1290481	3253181	-31949.875	-31292.901
81895	1702	39.8453541	3263135	-31949.809	-31292.901
82587	1410	39.6244951	3272468	-31948.504	-31292.901
82837	1583	39.3748345	3261693	-31950.134	-31292.901
81615	1388	39.7425597	3243589	-31947.379	-31292.901
83063	1417	38.4547284	3194165	-31948.829	-31292.901
80855	1655	39.3930199	3185122	-31948.174	-31292.901
80903	1165	38.8568211	3143633	-31951.153	-31292.901
82991	1405	39.2364649	3256273	-31950.393	-31292.901
82027	1638	39.0654869	3204424	-31950.667	-31292.901
82137	1488	38.9656431	3200521	-31949.210	-31292.901
84866	1690	38.1224044	3235295	-31950.564	-31292.901
81367	1616	39.9968376	3254422	-31948.334	-31292.901
85023	1594	37.8229384	3215819	-31950.499	-31292.901
80707	1532	39.7947113	3211711	-31947.429	-31292.901
80562	1259	39.9431081	3217896	-31950.752	-31292.901
84575	1628	38.3704099	3245177	-31947.330	-31292.901
81516	1664	40.1443248	3272404	-31949.993	-31292.901
84212	1447	38.0853679	3207245	-31949.144	-31292.901
81989	1469	39.2542363	3218415	-31949.668	-31292.901
81118	1601	40.2146610	3262132	-31946.569	-31292.901
80731	1347	39.9950695	3228841	-31948.557	-31292.901
84823	1608	38.2411298	3243727	-31949.140	-31292.901
83313	1347	37.3920281	3115242	-31948.888	-31292.901
