80375	156927	10.1292761	814140	-34515.385	-31292.901
80788	155884	10.1723007	821799	-34667.242	-31292.901
80350	156082	10.1601878	816371	-34597.519	-31292.901
80798	156615	10.1651210	821321	-34658.091	-31292.901
80577	156159	10.1329918	816486	-34608.062	-31292.901
80682	156554	10.1389480	818030	-34617.502	-31292.901
80716	156657	10.1864533	822209	-34586.439	-31292.901
80889	156614	10.1493721	820972	-34658.154	-31292.901
80725	156667	10.1688889	820883	-34623.112	-31292.901
80966	156395	10.1967738	825591	-34671.896	-31292.901
80892	156659	10.1956594	824747	-34672.894	-31292.901
80419	156626	10.1654977	817499	-34566.914	-31292.901
80702	157530	10.1946560	822729	-34575.981	-31292.901
80705	157559	10.1126616	816142	-34561.149	-31292.901
80213	156546	10.1727866	815989	-34533.028	-31292.901
80987	155506	10.1092229	818715	-34711.999	-31292.901
80815	156218	10.1199421	817843	-34639.538	-31292.901
80491	157052	10.1754980	819036	-34602.422	-31292.901
81004	156015	10.1601699	823014	-34674.707	-31292.901
80856	156557	10.1489504	820603	-34646.151	-31292.901
80865	156569	10.1713480	822506	-34645.134	-31292.901
80297	156672	10.1474472	814809	-34543.361	-31292.901
80203	156026	10.1434497	813535	-34574.086	-31292.901
80506	154752	10.1821441	819723	-34695.845	-31292.901
80770	156429	10.1543301	820165	-34626.354	-31292.901
