80390	151493	10	5029	10.1829618	818608	8186080	-363150.238	-31292.901
80299	149761	10	4955	10.1714740	816759	8167590	-363650.659	-31292.901
80645	151554	10	5027	10.1448740	818133	8181330	-362900.403	-31292.901
79894	151623	10	5028	10.1569176	811476	8114760	-359099.968	-31292.901
80913	149761	10	5012	10.1078612	817857	8178570	-364058.306	-31292.901
80923	149761	10	4955	10.1519876	821529	8215290	-366420.141	-31292.901
80774	152121	10	5040	10.1097592	816605	8166050	-361925.924	-31292.901
80756	151614	10	5053	10.1915460	823028	8230280	-365340.895	-31292.901
80852	151491	10	5042	10.1029909	816847	8168470	-362461.571	-31292.901
80692	152136	10	5026	10.1161386	816291	8162910	-361707.917	-31292.901
80876	151574	10	4950	10.1857029	823778	8237780	-366474.658	-31292.901
80800	151549	10	5016	10.1872337	823128	8231280	-365766.990	-31292.901
80281	151547	10	5052	10.1311399	813338	8133380	-360199.287	-31292.901
80947	151483	10	5016	10.1980493	825501	8255010	-367061.182	-31292.901
80776	149761	10	5003	10.1284783	818137	8181370	-364239.618	-31292.901
80347	151595	10	5038	10.1131121	812558	8125580	-359952.836	-31292.901
80558	151592	10	5014	10.1756045	819726	8197260	-363748.447	-31292.901
80276	151532	10	5009	10.1253714	812824	8128240	-360265.952	-31292.901
80779	149761	10	5012	10.1510740	819993	8199930	-364947.091	-31292.901
80800	146432	10	5006	10.1693711	821685	8216850	-367929.440	-31292.901
80949	151569	10	5023	10.1200794	819210	8192100	-363799.686	-31292.901
80943	151489	10	5034	10.1756585	823648	8236480	-365906.544	-31292.901
80613	151547	10	5040	10.2023725	822443	8224430	-365148.653	-31292.901
80839	151623	10	5004	10.1116745	817417	8174170	-362866.713	-31292.901
80797	149761	10	4955	10.1614452	821014	8210140	-365988.857	-31292.901
