80846	143637	10	1898	10.1538281	820896	8208960	-33121.811	-31292.901
80787	135374	10	1189	10.0191591	809417	8094170	-33116.087	-31292.901
80863	146069	10	706	10.1438770	820264	8202640	-33125.461	-31292.901
80907	140943	10	1759	10.1799707	823630	8236300	-33145.136	-31292.901
80742	137163	10	1657	10.1134854	816583	8165830	-33134.528	-31292.901
80323	145811	10	2211	10.2005379	819337	8193370	-33103.114	-31292.901
79499	141995	10	642	10.1238053	804832	8048320	-33065.764	-31292.901
80407	135182	10	2117	10.1623527	817124	8171240	-33135.077	-31292.901
80325	140291	10	1614	10.1740242	817228	8172280	-33122.981	-31292.901
79972	138016	10	2255	10.1796960	814090	8140900	-33107.753	-31292.901
79507	137338	10	1917	10.1575210	807594	8075940	-33080.693	-31292.901
80368	119348	10	1967	10.1718833	817493	8174930	-33224.376	-31292.901
80612	141349	10	1726	10.1943216	821784	8217840	-33140.955	-31292.901
80376	145509	10	689	10.1337182	814507	8145070	-33096.771	-31292.901
79703	138885	10	1194	10.1825933	811583	8115830	-33111.620	-31292.901
80953	127179	10	2484	10.1943325	825261	8252610	-33208.507	-31292.901
79889	135837	10	1408	10.1108605	807746	8077460	-33099.689	-31292.901
80265	131198	10	1873	10.1535950	814978	8149780	-33156.096	-31292.901
80309	145800	10	1280	10.1985375	819034	8190340	-33116.112	-31292.901
80014	139605	10	1367	10.1989153	816056	8160560	-33129.165	-31292.901
80262	141359	10	1734	10.1061905	811143	8111430	-33082.890	-31292.901
80240	128971	10	1988	10.1726096	816250	8162500	-33166.285	-31292.901
80984	137332	10	2300	10.1700415	823610	8236100	-33156.297	-31292.901
80818	131005	10	1996	10.1409102	819568	8195680	-33173.418	-31292.901
80287	136790	10	1757	10.1049981	811299	8112990	-33104.333	-31292.901
