85686	15975	0.9878656	84646	-45123.168	-31292.901
86704	14946	0.9874098	85612	-45065.997	-31292.901
85221	14513	0.9867168	84088	-45153.917	-31292.901
85963	20656	0.9864555	84798	-45108.186	-31292.901
85701	20130	0.9861909	84517	-45127.446	-31292.901
85186	22067	0.9834760	83778	-45163.958	-31292.901
85393	12465	0.9881627	84382	-45137.152	-31292.901
85970	20507	0.9835768	84558	-45119.889	-31292.901
85920	17173	0.9872738	84826	-45114.951	-31292.901
85269	16719	0.9855162	84033	-45154.874	-31292.901
85397	20434	0.9809530	83770	-45158.710	-31292.901
85358	17502	0.9879795	84331	-45142.945	-31292.901
85625	14692	0.9840009	84255	-45138.500	-31292.901
85193	14438	0.9874355	84122	-45156.923	-31292.901
85565	19259	0.9860518	84371	-45134.558	-31292.901
85649	15031	0.9856254	84417	-45135.068	-31292.901
85587	19406	0.9817388	84024	-45150.354	-31292.901
85760	25967	0.9827923	84284	-45130.234	-31292.901
85198	14983	0.9877816	84157	-45153.753	-31292.901
85354	9148	0.9936973	84816	-45125.289	-31292.901
85781	21727	0.9876201	84719	-45118.821	-31292.901
86095	18497	0.9878363	85047	-45098.287	-31292.901
85447	17741	0.9892733	84530	-45132.297	-31292.901
85657	13855	0.9829152	84193	-45143.620	-31292.901
85313	19910	0.9812162	83710	-45161.836	-31292.901
