82039	1434	38.5699170	3164237	-31948.445	-31292.901
82445	1324	39.1396356	3226867	-31949.695	-31292.901
80719	1632	40.1264631	3238967	-31947.977	-31292.901
84662	1691	38.7421849	3279990	-31951.018	-31292.901
83239	1399	37.6112718	3130724	-31950.245	-31292.901
82844	1255	37.1986962	3081688	-31949.068	-31292.901
83745	1358	38.0268949	3184562	-31946.691	-31292.901
83025	1477	38.9075720	3230301	-31950.693	-31292.901
82652	1383	38.1769151	3155398	-31949.016	-31292.901
83316	1490	37.7042741	3141369	-31951.252	-31292.901
80496	1348	39.9267380	3213942	-31949.278	-31292.901
80773	1424	39.7271473	3208880	-31946.952	-31292.901
81174	1269	38.9123495	3158671	-31950.114	-31292.901
81594	1582	39.1214228	3192073	-31948.860	-31292.901
83774	1308	37.7018814	3158437	-31949.061	-31292.901
83506	1184	37.8374571	3159654	-31948.911	-31292.901
85373	1552	38.0409098	3247666	-31948.436	-31292.901
80464	1556	41.0296733	3301411	-31950.829	-31292.901
80668	1575	40.9831676	3306030	-31950.301	-31292.901
83690	1293	38.8901523	3254716	-31950.574	-31292.901
83666	1725	39.1558547	3276013	-31950.317	-31292.901
85469	1557	38.0320923	3250564	-31949.156	-31292.901
84565	1926	38.4338648	3250159	-31951.098	-31292.901
83080	1520	38.9955081	3239746	-31948.701	-31292.901
80834	1573	40.5755948	3279887	-31950.366	-31292.901
